id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19473,Private room in Flatbush,10023,Sarah,Brooklyn,Flatbush,40.651903,-73.950851,Private room,41,2,0,,0.0,2,80
19474,Entire home/apt in Bushwick,10023,Sarah,Brooklyn,Bushwick,40.660444,-73.943376,Entire home/apt,150,5,18,2024-07-15,11.25,2,196
19475,Private room in Williamsburg,10024,Brian,Brooklyn,Williamsburg,40.695108,-73.968659,Private room,130,1,45,2024-08-14,45.0,1,125
19476,Entire home/apt in Bedford-Stuyvesant,10025,Mark,Brooklyn,Bedford-Stuyvesant,40.699896,-73.941493,Entire home/apt,150,5,10,2024-07-28,8.57,2,41
19477,Entire home/apt in Sunset Park,10025,Mark,Brooklyn,Sunset Park,40.653539,-73.896153,Entire home/apt,50,3,77,2024-08-22,77.0,2,125
19478,Entire home/apt in Bedford-Stuyvesant,10026,Brenda,Brooklyn,Bedford-Stuyvesant,40.673405,-73.991976,Entire home/apt,151,7,32,2024-08-07,32.0,1,250
19479,Entire home/apt in Carroll Gardens,10027,Brittany,Brooklyn,Carroll Gardens,40.637972,-73.970912,Entire home/apt,190,2,14,2024-08-10,14.0,1,24
19480,Private room in Bushwick,10028,Cynthia,Brooklyn,Bushwick,40.629311,-73.992397,Private room,94,14,20,2024-07-15,12.5,1,138
19481,Private room in Bay Ridge,10029,Lauren,Brooklyn,Bay Ridge,40.681213,-73.95587,Private room,99,14,35,2024-08-20,35.0,1,171
19482,Private room in Park Slope,10030,Donald,Brooklyn,Park Slope,40.700095,-73.894377,Private room,82,1,18,2024-07-04,9.15,1,87
19483,Private room in Crown Heights,10031,Rachel,Brooklyn,Crown Heights,40.611669,-73.931372,Private room,55,1,1,2024-07-29,0.88,1,120
19484,Entire home/apt in Bay Ridge,10032,Melissa,Brooklyn,Bay Ridge,40.635271,-73.958884,Entire home/apt,73,3,8,2024-05-23,2.38,1,9
19485,Entire home/apt in Bay Ridge,10033,Emma,Brooklyn,Bay Ridge,40.681019,-73.898707,Entire home/apt,15,30,22,2024-08-22,22.0,1,131
19486,Entire home/apt in Crown Heights,10034,Donald,Brooklyn,Crown Heights,40.648096,-73.88962,Entire home/apt,285,3,4,2024-07-21,2.86,1,26
19487,Entire home/apt in Flatbush,10035,James,Brooklyn,Flatbush,40.662134,-73.921391,Entire home/apt,109,14,20,2024-08-19,20.0,1,149
19488,Private room in Greenpoint,10036,Daniel,Brooklyn,Greenpoint,40.706682,-73.961266,Private room,108,2,65,2024-08-23,65.0,1,28
19489,Entire home/apt in Bedford-Stuyvesant,10037,Amanda,Brooklyn,Bedford-Stuyvesant,40.61719,-73.891182,Entire home/apt,147,14,4,2024-08-29,4.0,1,314
19490,Private room in Bay Ridge,10038,Cynthia,Brooklyn,Bay Ridge,40.681757,-73.931228,Private room,115,3,16,2024-08-24,16.0,1,29
19491,Entire home/apt in Carroll Gardens,10039,Daniel,Brooklyn,Carroll Gardens,40.66191,-73.869792,Entire home/apt,184,3,11,2024-08-17,11.0,1,19
19492,Private room in Flatbush,10040,Nicole,Brooklyn,Flatbush,40.613803,-73.942052,Private room,105,2,24,2024-07-07,12.86,1,63
19493,Entire home/apt in Bedford-Stuyvesant,10041,Carol,Brooklyn,Bedford-Stuyvesant,40.681174,-73.913684,Entire home/apt,133,2,1,2024-08-06,1.0,1,24
19494,Private room in Sunset Park,10042,Christopher,Brooklyn,Sunset Park,40.654216,-73.937486,Private room,135,1,0,,0.0,1,31
19495,Entire home/apt in Bedford-Stuyvesant,10043,Kimberly,Brooklyn,Bedford-Stuyvesant,40.672652,-73.929136,Entire home/apt,121,1,34,2024-08-31,34.0,1,64
19496,Entire home/apt in Carroll Gardens,10044,Emma,Brooklyn,Carroll Gardens,40.685847,-73.923704,Entire home/apt,222,2,2,2024-07-23,1.5,1,68
19497,Private room in Bedford-Stuyvesant,10045,Carol,Brooklyn,Bedford-Stuyvesant,40.700199,-73.974989,Private room,71,1,49,2024-08-09,49.0,1,136
19498,Entire home/apt in Carroll Gardens,10046,Ashley,Brooklyn,Carroll Gardens,40.663216,-73.912852,Entire home/apt,177,2,28,2024-08-17,28.0,1,4
19499,Private room in Park Slope,10047,Olivia,Brooklyn,Park Slope,40.67227,-73.958882,Private room,79,30,17,2024-08-20,17.0,1,163
19500,Private room in Greenpoint,10048,Kevin,Brooklyn,Greenpoint,40.670509,-73.911812,Private room,48,1,40,2024-08-04,40.0,1,7
19501,Private room in Sunset Park,10049,Robert,Brooklyn,Sunset Park,40.665537,-73.929719,Private room,25,3,20,2024-08-25,20.0,2,201
19502,Entire home/apt in Crown Heights,10049,Robert,Brooklyn,Crown Heights,40.650097,-73.977375,Entire home/apt,228,3,77,2024-08-05,77.0,2,220
19503,Private room in Bushwick,10050,Brian,Brooklyn,Bushwick,40.662973,-73.956651,Private room,109,1,38,2024-08-28,38.0,1,27
19504,Private room in Flatbush,10051,James,Brooklyn,Flatbush,40.667562,-73.929138,Private room,28,2,19,2024-08-24,19.0,1,145
19505,Private room in Bay Ridge,10052,Matthew,Brooklyn,Bay Ridge,40.699355,-73.962773,Private room,78,2,1,2024-01-28,0.14,1,135
19506,Entire home/apt in Carroll Gardens,10053,Laura,Brooklyn,Carroll Gardens,40.672435,-73.928833,Entire home/apt,211,3,28,2024-07-11,16.15,1,49
19507,Private room in Bay Ridge,10054,Matthew,Brooklyn,Bay Ridge,40.669603,-73.953889,Private room,15,7,13,2024-08-23,13.0,8,81
19508,Entire home/apt in Carroll Gardens,10054,Matthew,Brooklyn,Carroll Gardens,40.709605,-73.967149,Entire home/apt,106,2,31,2024-08-29,31.0,8,278
19509,Private room in Carroll Gardens,10054,Matthew,Brooklyn,Carroll Gardens,40.651304,-73.94896,Private room,47,1,32,2024-08-26,32.0,8,187
19510,Entire home/apt in Greenpoint,10054,Matthew,Brooklyn,Greenpoint,40.702561,-73.943098,Entire home/apt,46,14,19,2024-08-07,19.0,8,116
19511,Private room in Flatbush,10054,Matthew,Brooklyn,Flatbush,40.658949,-73.943242,Private room,71,2,2,2024-08-02,2.0,8,2
19512,Private room in Sunset Park,10054,Matthew,Brooklyn,Sunset Park,40.663219,-73.940147,Private room,128,1,44,2024-08-31,44.0,8,4
19513,Private room in Bay Ridge,10054,Matthew,Brooklyn,Bay Ridge,40.686563,-73.946546,Private room,106,1,43,2024-08-17,43.0,8,178
19514,Private room in Bedford-Stuyvesant,10054,Matthew,Brooklyn,Bedford-Stuyvesant,40.643242,-73.938412,Private room,105,14,13,2024-07-15,8.12,8,140
19515,Private room in Park Slope,10055,Brenda,Brooklyn,Park Slope,40.613845,-73.917208,Private room,67,1,14,2024-08-06,14.0,1,125
19516,Private room in Bushwick,10056,Brittany,Brooklyn,Bushwick,40.674684,-73.913143,Private room,117,30,47,2024-08-31,47.0,1,72
19517,Private room in Williamsburg,10057,Donald,Brooklyn,Williamsburg,40.664539,-73.99521,Private room,44,14,78,2024-08-30,78.0,2,85
19518,Private room in Greenpoint,10057,Donald,Brooklyn,Greenpoint,40.687726,-73.962161,Private room,83,5,9,2024-07-17,5.87,2,151
19519,Entire home/apt in Sunset Park,10058,Stephen,Brooklyn,Sunset Park,40.659051,-73.941488,Entire home/apt,212,2,10,2024-08-01,9.68,1,117
19520,Private room in Bushwick,10059,Nicholas,Brooklyn,Bushwick,40.596704,-73.962339,Private room,57,3,2,2024-08-25,2.0,1,315
19521,Private room in Crown Heights,10060,John,Brooklyn,Crown Heights,40.646743,-74.017459,Private room,106,5,25,2024-08-30,25.0,1,324
19522,Entire home/apt in Bushwick,10061,Amanda,Brooklyn,Bushwick,40.672069,-73.908569,Entire home/apt,194,7,27,2024-07-24,20.77,1,228
19523,Entire home/apt in Carroll Gardens,10062,Brian,Brooklyn,Carroll Gardens,40.611376,-73.937794,Entire home/apt,33,30,0,,0.0,1,97
19524,Entire home/apt in Crown Heights,10063,Matthew,Brooklyn,Crown Heights,40.69408,-73.924179,Entire home/apt,185,3,1,2024-08-30,1.0,1,156
19525,Entire home/apt in Carroll Gardens,10064,Anthony,Brooklyn,Carroll Gardens,40.639232,-73.912269,Entire home/apt,187,7,43,2024-08-23,43.0,15,109
19526,Hotel room in Park Slope,10064,Anthony,Brooklyn,Park Slope,40.653989,-73.933698,Hotel room,173,1,47,2024-08-31,47.0,15,65
19527,Shared room in Carroll Gardens,10064,Anthony,Brooklyn,Carroll Gardens,40.65848,-73.910709,Shared room,38,3,66,2024-08-20,66.0,15,57
19528,Entire home/apt in Bushwick,10064,Anthony,Brooklyn,Bushwick,40.699713,-73.930496,Entire home/apt,96,30,25,2024-08-08,25.0,15,288
19529,Entire home/apt in Bedford-Stuyvesant,10064,Anthony,Brooklyn,Bedford-Stuyvesant,40.678393,-73.945074,Entire home/apt,143,2,21,2024-07-15,13.12,15,95
19530,Entire home/apt in Bushwick,10064,Anthony,Brooklyn,Bushwick,40.618873,-73.980476,Entire home/apt,260,1,21,2024-08-23,21.0,15,42
19531,Entire home/apt in Park Slope,10064,Anthony,Brooklyn,Park Slope,40.654005,-73.922993,Entire home/apt,267,30,6,2024-08-31,6.0,15,276
19532,Private room in Bedford-Stuyvesant,10064,Anthony,Brooklyn,Bedford-Stuyvesant,40.636223,-73.937278,Private room,15,2,11,2024-07-29,9.71,15,196
19533,Private room in Park Slope,10064,Anthony,Brooklyn,Park Slope,40.640391,-74.017882,Private room,41,2,47,2024-07-25,37.11,15,287
19534,Private room in Park Slope,10064,Anthony,Brooklyn,Park Slope,40.691735,-73.948938,Private room,102,14,1,2024-08-23,1.0,15,109
19535,Entire home/apt in Carroll Gardens,10064,Anthony,Brooklyn,Carroll Gardens,40.683887,-73.87745,Entire home/apt,196,1,4,2024-08-20,4.0,15,296
19536,Entire home/apt in Bushwick,10064,Anthony,Brooklyn,Bushwick,40.647247,-73.945108,Entire home/apt,194,1,19,2024-08-22,19.0,15,103
19537,Private room in Williamsburg,10064,Anthony,Brooklyn,Williamsburg,40.65097,-73.924982,Private room,65,2,16,2024-08-21,16.0,15,272
19538,Entire home/apt in Greenpoint,10064,Anthony,Brooklyn,Greenpoint,40.666592,-73.907776,Entire home/apt,178,3,61,2024-08-31,61.0,15,253
19539,Private room in Bay Ridge,10064,Anthony,Brooklyn,Bay Ridge,40.650462,-73.973681,Private room,63,1,78,2024-08-17,78.0,15,30
19540,Entire home/apt in Bedford-Stuyvesant,10065,James,Brooklyn,Bedford-Stuyvesant,40.660357,-73.918523,Entire home/apt,138,2,8,2024-07-30,7.27,1,56
19541,Entire home/apt in Bushwick,10066,Gary,Brooklyn,Bushwick,40.690566,-73.938344,Entire home/apt,191,1,0,,0.0,2,311
19542,Private room in Flatbush,10066,Gary,Brooklyn,Flatbush,40.635604,-73.928368,Private room,15,1,5,2024-07-28,4.29,2,274
19543,Entire home/apt in Park Slope,10067,Stephanie,Brooklyn,Park Slope,40.69558,-73.98001,Entire home/apt,86,7,23,2024-04-22,5.23,1,30
19544,Entire home/apt in Park Slope,10068,David,Brooklyn,Park Slope,40.677798,-73.960742,Entire home/apt,268,14,8,2024-08-18,8.0,5,100
19545,Private room in Park Slope,10068,David,Brooklyn,Park Slope,40.642173,-73.930604,Private room,75,1,10,2024-05-30,3.19,5,304
19546,Private room in Carroll Gardens,10068,David,Brooklyn,Carroll Gardens,40.676739,-73.90906,Private room,37,2,5,2024-07-16,3.19,5,50
19547,Private room in Sunset Park,10068,David,Brooklyn,Sunset Park,40.710444,-73.924673,Private room,97,14,32,2024-07-14,19.59,5,203
19548,Entire home/apt in Sunset Park,10068,David,Brooklyn,Sunset Park,40.665089,-73.947064,Entire home/apt,294,3,2,2024-07-18,1.33,5,16
19549,Private room in Greenpoint,10069,Stephanie,Brooklyn,Greenpoint,40.673669,-73.971053,Private room,90,3,93,2024-08-17,93.0,2,151
19550,Entire home/apt in Greenpoint,10069,Stephanie,Brooklyn,Greenpoint,40.629523,-73.966592,Entire home/apt,15,3,115,2024-08-26,115.0,2,190
19551,Entire home/apt in Bay Ridge,10070,John,Brooklyn,Bay Ridge,40.665508,-73.945184,Entire home/apt,199,1,4,2024-08-31,4.0,1,334
19552,Private room in Crown Heights,10071,Megan,Brooklyn,Crown Heights,40.666987,-73.972235,Private room,100,1,5,2024-08-16,5.0,1,318
19553,Private room in Crown Heights,10072,Jennifer,Brooklyn,Crown Heights,40.662031,-73.954813,Private room,61,7,49,2024-08-31,49.0,1,229
19554,Entire home/apt in Flatbush,10073,Stephen,Brooklyn,Flatbush,40.680764,-74.010697,Entire home/apt,195,2,25,2024-08-26,25.0,8,187
19555,Entire home/apt in Crown Heights,10073,Stephen,Brooklyn,Crown Heights,40.669964,-73.940723,Entire home/apt,72,7,7,2024-08-08,7.0,8,86
19556,Private room in Flatbush,10073,Stephen,Brooklyn,Flatbush,40.67284,-73.925865,Private room,82,2,61,2024-08-21,61.0,8,21
19557,Private room in Greenpoint,10073,Stephen,Brooklyn,Greenpoint,40.633163,-73.883414,Private room,80,5,45,2024-08-22,45.0,8,12
19558,Hotel room in Park Slope,10073,Stephen,Brooklyn,Park Slope,40.679007,-73.92226,Hotel room,131,1,41,2024-06-22,17.32,8,119
19559,Private room in Crown Heights,10073,Stephen,Brooklyn,Crown Heights,40.644263,-73.945682,Private room,133,14,24,2024-08-28,24.0,8,235
19560,Private room in Bushwick,10073,Stephen,Brooklyn,Bushwick,40.650704,-73.950972,Private room,27,2,16,2024-08-31,16.0,8,24
19561,Private room in Bushwick,10073,Stephen,Brooklyn,Bushwick,40.676308,-73.877188,Private room,78,2,9,2024-08-27,9.0,8,255
19562,Private room in Bedford-Stuyvesant,10074,Ashley,Brooklyn,Bedford-Stuyvesant,40.621129,-73.921717,Private room,93,1,81,2024-08-23,81.0,1,35
19563,Private room in Bushwick,10075,Joshua,Brooklyn,Bushwick,40.667542,-73.953694,Private room,106,5,39,2024-08-07,39.0,1,359
19564,Private room in Carroll Gardens,10076,James,Brooklyn,Carroll Gardens,40.662492,-73.882466,Private room,74,1,30,2024-08-22,30.0,1,250
19565,Private room in Flatbush,10077,Daniel,Brooklyn,Flatbush,40.661639,-73.9342,Private room,114,30,8,2024-08-09,8.0,1,77
19566,Entire home/apt in Park Slope,10078,Angela,Brooklyn,Park Slope,40.671634,-73.990699,Entire home/apt,264,1,28,2024-08-15,28.0,2,363
19567,Entire home/apt in Sunset Park,10078,Angela,Brooklyn,Sunset Park,40.663648,-73.899713,Entire home/apt,220,1,5,2024-08-31,5.0,2,361
19568,Entire home/apt in Carroll Gardens,10079,Daniel,Brooklyn,Carroll Gardens,40.624386,-73.951056,Entire home/apt,96,1,21,2024-07-13,12.6,1,142
19569,Entire home/apt in Park Slope,10080,Jennifer,Brooklyn,Park Slope,40.643004,-73.969064,Entire home/apt,33,30,45,2024-08-31,45.0,1,138
19570,Private room in Flatbush,10081,Emma,Brooklyn,Flatbush,40.647087,-73.978064,Private room,88,1,18,2024-08-05,18.0,1,310
19571,Entire home/apt in Crown Heights,10082,Christopher,Brooklyn,Crown Heights,40.651625,-74.026778,Entire home/apt,71,14,7,2024-07-13,4.2,1,323
19572,Hotel room in Flatbush,10083,Kenneth,Brooklyn,Flatbush,40.689382,-73.918274,Hotel room,207,3,23,2024-07-17,15.0,1,152
19573,Entire home/apt in Greenpoint,10084,Samantha,Brooklyn,Greenpoint,40.678246,-73.913951,Entire home/apt,142,2,6,2024-05-03,1.49,1,216
19574,Private room in Bedford-Stuyvesant,10085,Emma,Brooklyn,Bedford-Stuyvesant,40.633744,-73.942579,Private room,15,1,14,2024-08-13,14.0,1,121
19575,Private room in Bushwick,10086,Emma,Brooklyn,Bushwick,40.652154,-73.95604,Private room,16,2,42,2024-08-07,42.0,1,111
19576,Entire home/apt in Williamsburg,10087,Ryan,Brooklyn,Williamsburg,40.678122,-73.948094,Entire home/apt,295,1,9,2024-07-02,4.43,1,14
19577,Entire home/apt in Park Slope,10088,Elizabeth,Brooklyn,Park Slope,40.631683,-73.887546,Entire home/apt,134,5,12,2024-07-27,10.0,1,190
19578,Private room in Greenpoint,10089,Michael,Brooklyn,Greenpoint,40.668306,-73.905667,Private room,29,5,52,2024-08-08,52.0,1,162
19579,Hotel room in Crown Heights,10090,Anthony,Brooklyn,Crown Heights,40.665917,-73.953284,Hotel room,237,1,20,2024-07-28,17.14,1,133
19580,Entire home/apt in Crown Heights,10091,Amy,Brooklyn,Crown Heights,40.67573,-73.948864,Entire home/apt,191,1,17,2024-08-18,17.0,1,323
19581,Entire home/apt in Sunset Park,10092,Carol,Brooklyn,Sunset Park,40.653214,-73.951539,Entire home/apt,223,3,43,2024-08-14,43.0,1,186
19582,Private room in Williamsburg,10093,Jacob,Brooklyn,Williamsburg,40.643104,-74.000842,Private room,58,3,55,2024-08-25,55.0,2,12
19583,Entire home/apt in Bedford-Stuyvesant,10093,Jacob,Brooklyn,Bedford-Stuyvesant,40.664158,-73.912101,Entire home/apt,130,1,2,2024-02-06,0.29,2,62
19584,Entire home/apt in Williamsburg,10094,Steven,Brooklyn,Williamsburg,40.626703,-73.949406,Entire home/apt,118,5,2,2024-08-06,2.0,3,5
19585,Entire home/apt in Sunset Park,10094,Steven,Brooklyn,Sunset Park,40.653376,-73.940833,Entire home/apt,215,5,94,2024-08-14,94.0,3,256
19586,Private room in Bushwick,10094,Steven,Brooklyn,Bushwick,40.665865,-73.948188,Private room,119,30,29,2024-08-28,29.0,3,286
19587,Private room in Bedford-Stuyvesant,10095,Jacob,Brooklyn,Bedford-Stuyvesant,40.684791,-73.903699,Private room,115,1,17,2024-07-29,15.0,5,172
19588,Entire home/apt in Bedford-Stuyvesant,10095,Jacob,Brooklyn,Bedford-Stuyvesant,40.651191,-73.992656,Entire home/apt,109,1,68,2024-08-31,68.0,5,103
19589,Entire home/apt in Park Slope,10095,Jacob,Brooklyn,Park Slope,40.646288,-73.998798,Entire home/apt,68,3,11,2024-08-28,11.0,5,101
19590,Private room in Park Slope,10095,Jacob,Brooklyn,Park Slope,40.678063,-73.94816,Private room,121,14,45,2024-08-27,45.0,5,311
19591,Entire home/apt in Greenpoint,10095,Jacob,Brooklyn,Greenpoint,40.683208,-73.94989,Entire home/apt,276,5,0,,0.0,5,111
19592,Entire home/apt in Crown Heights,10096,Lauren,Brooklyn,Crown Heights,40.668001,-73.947432,Entire home/apt,160,14,50,2024-08-31,50.0,8,289
19593,Private room in Bushwick,10096,Lauren,Brooklyn,Bushwick,40.66413,-73.957517,Private room,116,1,3,2024-06-03,1.0,8,168
19594,Private room in Bedford-Stuyvesant,10096,Lauren,Brooklyn,Bedford-Stuyvesant,40.716942,-73.93797,Private room,15,14,47,2024-08-31,47.0,8,109
19595,Entire home/apt in Bedford-Stuyvesant,10096,Lauren,Brooklyn,Bedford-Stuyvesant,40.662285,-73.980318,Entire home/apt,305,2,4,2024-08-01,3.87,8,64
19596,Entire home/apt in Park Slope,10096,Lauren,Brooklyn,Park Slope,40.636616,-73.969091,Entire home/apt,132,1,29,2024-08-18,29.0,8,339
19597,Entire home/apt in Park Slope,10096,Lauren,Brooklyn,Park Slope,40.659241,-73.922058,Entire home/apt,270,3,8,2024-06-19,3.24,8,279
19598,Private room in Sunset Park,10096,Lauren,Brooklyn,Sunset Park,40.620397,-73.953117,Private room,104,2,13,2024-08-11,13.0,8,74
19599,Entire home/apt in Williamsburg,10096,Lauren,Brooklyn,Williamsburg,40.67989,-73.951876,Entire home/apt,157,5,33,2024-07-13,19.8,8,313
19600,Entire home/apt in Bushwick,10097,Stephen,Brooklyn,Bushwick,40.657255,-73.934167,Entire home/apt,119,1,24,2024-08-15,24.0,1,308
19601,Entire home/apt in Williamsburg,10098,Kevin,Brooklyn,Williamsburg,40.636928,-73.950907,Entire home/apt,89,1,26,2024-08-15,26.0,1,335
19602,Private room in Crown Heights,10099,Amanda,Brooklyn,Crown Heights,40.688053,-73.920842,Private room,28,3,6,2024-08-05,6.0,1,245
19603,Private room in Park Slope,10100,Sarah,Brooklyn,Park Slope,40.666785,-73.940408,Private room,145,1,17,2024-08-31,17.0,1,219
19604,Private room in Bedford-Stuyvesant,10101,Amanda,Brooklyn,Bedford-Stuyvesant,40.680145,-73.993451,Private room,92,1,28,2024-07-11,16.15,1,167
19605,Hotel room in Park Slope,10102,Rachel,Brooklyn,Park Slope,40.681521,-73.935891,Hotel room,181,2,40,2024-08-22,40.0,1,165
19606,Private room in Sunset Park,10103,Jeffrey,Brooklyn,Sunset Park,40.644666,-73.934695,Private room,53,7,15,2024-07-19,10.23,1,312
19607,Private room in Sunset Park,10104,Nicholas,Brooklyn,Sunset Park,40.668405,-73.933199,Private room,167,2,24,2024-06-16,9.35,1,62
19608,Shared room in Crown Heights,10105,Kevin,Brooklyn,Crown Heights,40.648659,-73.977928,Shared room,58,3,46,2024-08-17,46.0,1,164
19609,Entire home/apt in Bay Ridge,10106,Emily,Brooklyn,Bay Ridge,40.691784,-73.936091,Entire home/apt,168,1,7,2024-07-26,5.68,8,64
19610,Entire home/apt in Greenpoint,10106,Emily,Brooklyn,Greenpoint,40.645992,-73.954029,Entire home/apt,169,2,49,2024-08-31,49.0,8,100
19611,Entire home/apt in Bay Ridge,10106,Emily,Brooklyn,Bay Ridge,40.677093,-73.945074,Entire home/apt,152,2,13,2024-07-25,10.26,8,256
19612,Private room in Flatbush,10106,Emily,Brooklyn,Flatbush,40.644768,-73.905848,Private room,25,3,18,2024-07-09,10.0,8,283
19613,Private room in Bushwick,10106,Emily,Brooklyn,Bushwick,40.68856,-73.971741,Private room,157,1,100,2024-08-30,100.0,8,263
19614,Entire home/apt in Bay Ridge,10106,Emily,Brooklyn,Bay Ridge,40.690614,-73.923125,Entire home/apt,133,2,63,2024-07-08,34.36,8,8
19615,Entire home/apt in Park Slope,10106,Emily,Brooklyn,Park Slope,40.662729,-73.959598,Entire home/apt,234,1,28,2024-08-27,28.0,8,340
19616,Entire home/apt in Park Slope,10106,Emily,Brooklyn,Park Slope,40.682297,-73.930183,Entire home/apt,116,2,1,2024-08-19,1.0,8,118
19617,Private room in Bushwick,10107,Olivia,Brooklyn,Bushwick,40.683523,-73.902644,Private room,78,1,49,2024-08-25,49.0,1,110
19618,Entire home/apt in Sunset Park,10108,Michael,Brooklyn,Sunset Park,40.645641,-73.958289,Entire home/apt,195,2,9,2024-08-07,9.0,1,326
19619,Private room in Williamsburg,10109,Donald,Brooklyn,Williamsburg,40.629982,-73.917202,Private room,77,14,41,2024-08-15,41.0,2,44
19620,Entire home/apt in Bay Ridge,10109,Donald,Brooklyn,Bay Ridge,40.645011,-73.939446,Entire home/apt,221,1,41,2024-08-09,41.0,2,174
19621,Private room in Carroll Gardens,10110,Sarah,Brooklyn,Carroll Gardens,40.66473,-73.925482,Private room,62,7,47,2024-08-02,47.0,1,140
19622,Private room in Bushwick,10111,Mark,Brooklyn,Bushwick,40.653316,-73.958706,Private room,86,7,47,2024-08-28,47.0,1,246
19623,Private room in Williamsburg,10112,Jessica,Brooklyn,Williamsburg,40.660429,-73.979019,Private room,64,2,18,2024-07-14,11.02,1,68
19624,Entire home/apt in Bay Ridge,10113,Emma,Brooklyn,Bay Ridge,40.677659,-73.966146,Entire home/apt,62,2,14,2024-08-17,14.0,1,9
19625,Entire home/apt in Sunset Park,10114,Emily,Brooklyn,Sunset Park,40.685809,-73.908454,Entire home/apt,110,1,1,2024-07-21,0.71,1,317
19626,Entire home/apt in Greenpoint,10115,Kevin,Brooklyn,Greenpoint,40.686577,-73.887403,Entire home/apt,262,5,1,2024-08-01,0.97,1,12
19627,Private room in Park Slope,10116,Donald,Brooklyn,Park Slope,40.683059,-73.985104,Private room,96,3,86,2024-08-26,86.0,1,87
19628,Private room in Williamsburg,10117,Kimberly,Brooklyn,Williamsburg,40.613661,-73.898937,Private room,46,2,42,2024-07-25,33.16,1,268
19629,Entire home/apt in Sunset Park,10118,Gary,Brooklyn,Sunset Park,40.652709,-73.907507,Entire home/apt,108,1,16,2024-08-07,16.0,1,200
19630,Entire home/apt in Sunset Park,10119,Olivia,Brooklyn,Sunset Park,40.637519,-73.914938,Entire home/apt,82,7,62,2024-08-30,62.0,1,267
19631,Entire home/apt in Bushwick,10120,Gary,Brooklyn,Bushwick,40.683677,-73.87767,Entire home/apt,133,1,1,2024-08-03,1.0,3,136
19632,Private room in Williamsburg,10120,Gary,Brooklyn,Williamsburg,40.713586,-73.919881,Private room,66,5,16,2024-07-17,10.43,3,307
19633,Private room in Flatbush,10120,Gary,Brooklyn,Flatbush,40.639647,-73.878714,Private room,85,2,25,2024-08-31,25.0,3,130
19634,Entire home/apt in Park Slope,10121,Kimberly,Brooklyn,Park Slope,40.669804,-73.966236,Entire home/apt,106,1,1,2024-05-18,0.28,1,352
19635,Private room in Flatbush,10122,Christopher,Brooklyn,Flatbush,40.638068,-73.953877,Private room,97,2,5,2024-08-25,5.0,1,343
19636,Entire home/apt in Crown Heights,10123,Jason,Brooklyn,Crown Heights,40.681912,-73.919417,Entire home/apt,123,7,38,2024-08-25,38.0,1,136
19637,Entire home/apt in Greenpoint,10124,Mark,Brooklyn,Greenpoint,40.687837,-73.982571,Entire home/apt,56,3,38,2024-08-30,38.0,1,171
19638,Entire home/apt in Greenpoint,10125,John,Brooklyn,Greenpoint,40.668331,-73.938794,Entire home/apt,15,5,23,2024-08-09,23.0,1,197
19639,Entire home/apt in Greenpoint,10126,Eric,Brooklyn,Greenpoint,40.689746,-73.917835,Entire home/apt,61,7,11,2024-08-26,11.0,1,262
19640,Entire home/apt in Sunset Park,10127,Rebecca,Brooklyn,Sunset Park,40.705425,-73.908906,Entire home/apt,354,2,18,2024-07-27,15.0,2,60
19641,Private room in Greenpoint,10127,Rebecca,Brooklyn,Greenpoint,40.715081,-73.934765,Private room,15,1,3,2024-08-12,3.0,2,79
19642,Entire home/apt in Crown Heights,10128,Lauren,Brooklyn,Crown Heights,40.626512,-73.98676,Entire home/apt,250,5,3,2024-08-29,3.0,1,252
19643,Entire home/apt in Crown Heights,10129,Donald,Brooklyn,Crown Heights,40.671843,-73.975588,Entire home/apt,249,1,23,2024-08-15,23.0,1,139
19644,Private room in Williamsburg,10130,Nicole,Brooklyn,Williamsburg,40.659687,-73.952782,Private room,60,2,24,2024-08-27,24.0,1,195
19645,Private room in Bay Ridge,10131,Melissa,Brooklyn,Bay Ridge,40.641075,-73.951702,Private room,86,5,46,2024-08-15,46.0,1,265
19646,Private room in Bedford-Stuyvesant,10132,Megan,Brooklyn,Bedford-Stuyvesant,40.63548,-73.894099,Private room,94,1,30,2024-08-27,30.0,1,47
19647,Private room in Flatbush,10133,Cynthia,Brooklyn,Flatbush,40.623686,-73.924121,Private room,21,1,15,2024-07-19,10.23,1,152
19648,Entire home/apt in Greenpoint,10134,Emma,Brooklyn,Greenpoint,40.607661,-73.940925,Entire home/apt,113,7,58,2024-08-07,58.0,60,347
19649,Private room in Williamsburg,10134,Emma,Brooklyn,Williamsburg,40.708644,-73.98014,Private room,63,5,43,2024-08-05,43.0,60,265
19650,Private room in Bushwick,10134,Emma,Brooklyn,Bushwick,40.637948,-73.980007,Private room,87,2,4,2024-05-31,1.29,60,50
19651,Entire home/apt in Greenpoint,10134,Emma,Brooklyn,Greenpoint,40.722459,-73.978555,Entire home/apt,160,1,19,2024-08-15,19.0,60,175
19652,Private room in Sunset Park,10134,Emma,Brooklyn,Sunset Park,40.673315,-73.980228,Private room,42,5,34,2024-06-21,14.17,60,56
19653,Hotel room in Park Slope,10134,Emma,Brooklyn,Park Slope,40.673085,-73.985085,Hotel room,160,5,47,2024-08-20,47.0,60,26
19654,Private room in Park Slope,10134,Emma,Brooklyn,Park Slope,40.634756,-73.906019,Private room,70,3,102,2024-08-20,102.0,60,262
